MetaSources,ActivityProducedBy,IPCC/UNFCCC Category,US GHGI Table Name,Activity Category,  ,Activity Type
EPA_GHGI_T_A_5.non_manufacturing_coal,,Energy,Table A-5: 2022 Energy Consumption Data and CO2 Emissions from Fossil Fuel Combustion by Fuel Type,Fuels Combustion,Stationary Combustion,Coal Combustion for Non-Manufacturing Purposes
EPA_GHGI_T_A_5.non_manufacturing_natural_gas,,Energy,Table A-5: 2022 Energy Consumption Data and CO2 Emissions from Fossil Fuel Combustion by Fuel Type,Fuels Combustion,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes
EPA_GHGI_T_A_5.petroleum,,Energy,Table A-5: 2022 Energy Consumption Data and CO2 Emissions from Fossil Fuel Combustion by Fuel Type,Fuels Combustion,Stationary Combustion,Petroleum Combustion
EPA_GHGI_T_A_89,School and Tour Buses,Industrial Processes and Product Use,Table A-89: HFC Emissions from Transportation Sources (MMT CO2 Eq.),Process & Fugitive Gases,Product Use,Refrigerant Use
EPA_GHGI_T_A_89,Heavy-Duty Vehicles,Industrial Processes and Product Use,Table A-89: HFC Emissions from Transportation Sources (MMT CO2 Eq.),Process & Fugitive Gases,Product Use,Refrigerant Use
EPA_GHGI_T_A_89,Light-Duty Trucks - Households,Industrial Processes and Product Use,Table A-89: HFC Emissions from Transportation Sources (MMT CO2 Eq.),Process & Fugitive Gases,Product Use,Refrigerant Use
EPA_GHGI_T_A_89,Passenger Cars - Households,Industrial Processes and Product Use,Table A-89: HFC Emissions from Transportation Sources (MMT CO2 Eq.),Process & Fugitive Gases,Product Use,Refrigerant Use
EPA_GHGI_T_A_89,Medium- and Heavy-Duty Trucks,Industrial Processes and Product Use,Table A-89: HFC Emissions from Transportation Sources (MMT CO2 Eq.),Process & Fugitive Gases,Product Use,Refrigerant Use
EPA_GHGI_T_A_89,Rail,Industrial Processes and Product Use,Table A-89: HFC Emissions from Transportation Sources (MMT CO2 Eq.),Process & Fugitive Gases,Product Use,Refrigerant Use
EPA_GHGI_T_A_89,Ships and Boats,Industrial Processes and Product Use,Table A-89: HFC Emissions from Transportation Sources (MMT CO2 Eq.),Process & Fugitive Gases,Product Use,Refrigerant Use
