NAICS,BEA_Sector,BEA_Summary,BEA_Detail,USEEIO
31183,31G,311FT,3118A0,3118A0
311830,31G,311FT,3118A0,3118A0
3119,31G,311FT,311910,311910
3119,31G,311FT,311920,311920
3119,31G,311FT,311930,311930
3119,31G,311FT,311940,311940
3119,31G,311FT,311990,311990
31191,31G,311FT,311910,311910
311911,31G,311FT,311910,311910
311919,31G,311FT,311910,311910
31192,31G,311FT,311920,311920
311920,31G,311FT,311920,311920
31193,31G,311FT,311930,311930
311930,31G,311FT,311930,311930
31194,31G,311FT,311940,311940
311941,31G,311FT,311940,311940
311942,31G,311FT,311940,311940
31199,31G,311FT,311990,311990
311991,31G,311FT,311990,311990
311999,31G,311FT,311990,311990
312,31G,311FT,312110,312110
312,31G,311FT,312120,312120
312,31G,311FT,312130,312130
312,31G,311FT,312140,312140
312,31G,311FT,312200,312200
3121,31G,311FT,312110,312110
3121,31G,311FT,312120,312120
3121,31G,311FT,312130,312130
3121,31G,311FT,312140,312140
31211,31G,311FT,312110,312110
312111,31G,311FT,312110,312110
312112,31G,311FT,312110,312110
312113,31G,311FT,312110,312110
31212,31G,311FT,312120,312120
312120,31G,311FT,312120,312120
31213,31G,311FT,312130,312130
312130,31G,311FT,312130,312130
31214,31G,311FT,312140,312140
312140,31G,311FT,312140,312140
3122,31G,311FT,312200,312200
31223,31G,311FT,312200,312200
312230,31G,311FT,312200,312200
313,31G,313TT,313100,313100
313,31G,313TT,313200,313200
313,31G,313TT,313300,313300
3131,31G,313TT,313100,313100
31311,31G,313TT,313100,313100
313110,31G,313TT,313100,313100
3132,31G,313TT,313200,313200
31321,31G,313TT,313200,313200
313210,31G,313TT,313200,313200
31322,31G,313TT,313200,313200
313220,31G,313TT,313200,313200
31323,31G,313TT,313200,313200
313230,31G,313TT,313200,313200
31324,31G,313TT,313200,313200
313240,31G,313TT,313200,313200
3133,31G,313TT,313300,313300
31331,31G,313TT,313300,313300
313310,31G,313TT,313300,313300
31332,31G,313TT,313300,313300
313320,31G,313TT,313300,313300
314,31G,313TT,314110,314110
314,31G,313TT,314120,314120
314,31G,313TT,314900,314900
3141,31G,313TT,314110,314110
3141,31G,313TT,314120,314120
31411,31G,313TT,314110,314110
314110,31G,313TT,314110,314110
31412,31G,313TT,314120,314120
314120,31G,313TT,314120,314120
3149,31G,313TT,314900,314900
31491,31G,313TT,314900,314900
314910,31G,313TT,314900,314900
31499,31G,313TT,314900,314900
314994,31G,313TT,314900,314900
314999,31G,313TT,314900,314900
315,31G,315AL,315000,315000
3151,31G,315AL,315000,315000
31511,31G,315AL,315000,315000
315110,31G,315AL,315000,315000
31519,31G,315AL,315000,315000
315190,31G,315AL,315000,315000
3152,31G,315AL,315000,315000
31521,31G,315AL,315000,315000
315210,31G,315AL,315000,315000
31522,31G,315AL,315000,315000
315220,31G,315AL,315000,315000
31524,31G,315AL,315000,315000
315240,31G,315AL,315000,315000
31528,31G,315AL,315000,315000
315280,31G,315AL,315000,315000
3159,31G,315AL,315000,315000
31599,31G,315AL,315000,315000
315990,31G,315AL,315000,315000
316,31G,315AL,316000,316000
3161,31G,315AL,316000,316000
31611,31G,315AL,316000,316000
316110,31G,315AL,316000,316000
3162,31G,315AL,316000,316000
31621,31G,315AL,316000,316000
316210,31G,315AL,316000,316000
3169,31G,315AL,316000,316000
31699,31G,315AL,316000,316000
316992,31G,315AL,316000,316000
316998,31G,315AL,316000,316000
32,31G,321,321100,321100
32,31G,321,321200,321200
32,31G,321,321910,321910
32,31G,321,3219A0,3219A0
32,31G,322,322110,322110
32,31G,322,322120,322120
32,31G,322,322130,322130
32,31G,322,322210,322210
32,31G,322,322220,322220
32,31G,322,322230,322230
32,31G,322,322291,322291
32,31G,322,322299,322299
32,31G,323,323110,323110
32,31G,323,323120,323120
32,31G,324,324110,324110
32,31G,324,324121,324121
32,31G,324,324122,324122
32,31G,324,324190,324190
32,31G,325,325110,325110
32,31G,325,325120,325120
32,31G,325,325130,325130
32,31G,325,325180,325180
32,31G,325,325190,325190
32,31G,325,325211,325211
32,31G,325,3252A0,3252A0
32,31G,325,325310,325310
32,31G,325,325320,325320
32,31G,325,325411,325411
32,31G,325,325412,325412
32,31G,325,325413,325413
32,31G,325,325414,325414
32,31G,325,325510,325510
32,31G,325,325520,325520
32,31G,325,325610,325610
32,31G,325,325620,325620
32,31G,325,325910,325910
32,31G,325,3259A0,3259A0
32,31G,326,326110,326110
32,31G,326,326120,326120
32,31G,326,326130,326130
32,31G,326,326140,326140
32,31G,326,326150,326150
32,31G,326,326160,326160
32,31G,326,326190,326190
32,31G,326,326210,326210
32,31G,326,326220,326220
32,31G,326,326290,326290
32,31G,327,327100,327100
32,31G,327,327200,327200
32,31G,327,327310,327310
32,31G,327,327320,327320
32,31G,327,327330,327330
32,31G,327,327390,327390
32,31G,327,327400,327400
32,31G,327,327910,327910
32,31G,327,327991,327991
32,31G,327,327992,327992
32,31G,327,327993,327993
32,31G,327,327999,327999
321,31G,321,321100,321100
321,31G,321,321200,321200
321,31G,321,321910,321910
321,31G,321,3219A0,3219A0
3211,31G,321,321100,321100
32111,31G,321,321100,321100
321113,31G,321,321100,321100
321114,31G,321,321100,321100
3212,31G,321,321200,321200
32121,31G,321,321200,321200
321211,31G,321,321200,321200
321212,31G,321,321200,321200
321213,31G,321,321200,321200
321214,31G,321,321200,321200
321219,31G,321,321200,321200
3219,31G,321,321910,321910
3219,31G,321,3219A0,3219A0
32191,31G,321,321910,321910
321911,31G,321,321910,321910
321912,31G,321,321910,321910
321918,31G,321,321910,321910
32192,31G,321,3219A0,3219A0
321920,31G,321,3219A0,3219A0
32199,31G,321,3219A0,3219A0
321991,31G,321,3219A0,3219A0
321992,31G,321,3219A0,3219A0
321999,31G,321,3219A0,3219A0
322,31G,322,322110,322110
322,31G,322,322120,322120
322,31G,322,322130,322130
322,31G,322,322210,322210
322,31G,322,322220,322220
322,31G,322,322230,322230
322,31G,322,322291,322291
322,31G,322,322299,322299
3221,31G,322,322110,322110
3221,31G,322,322120,322120
3221,31G,322,322130,322130
32211,31G,322,322110,322110
322110,31G,322,322110,322110
32212,31G,322,322120,322120
322121,31G,322,322120,322120
322122,31G,322,322120,322120
32213,31G,322,322130,322130
322130,31G,322,322130,322130
3222,31G,322,322210,322210
3222,31G,322,322220,322220
3222,31G,322,322230,322230
3222,31G,322,322291,322291
3222,31G,322,322299,322299
32221,31G,322,322210,322210
322211,31G,322,322210,322210
322212,31G,322,322210,322210
322219,31G,322,322210,322210
32222,31G,322,322220,322220
322220,31G,322,322220,322220
32223,31G,322,322230,322230
322230,31G,322,322230,322230
32229,31G,322,322291,322291
32229,31G,322,322299,322299
322291,31G,322,322291,322291
322299,31G,322,322299,322299
323,31G,323,323110,323110
323,31G,323,323120,323120
3231,31G,323,323110,323110
3231,31G,323,323120,323120
32311,31G,323,323110,323110
323111,31G,323,323110,323110
323113,31G,323,323110,323110
323117,31G,323,323110,323110
32312,31G,323,323120,323120
323120,31G,323,323120,323120
324,31G,324,324110,324110
324,31G,324,324121,324121
324,31G,324,324122,324122
324,31G,324,324190,324190
3241,31G,324,324110,324110
3241,31G,324,324121,324121
3241,31G,324,324122,324122
3241,31G,324,324190,324190
32411,31G,324,324110,324110
324110,31G,324,324110,324110
32412,31G,324,324121,324121
32412,31G,324,324122,324122
324121,31G,324,324121,324121
324122,31G,324,324122,324122
32419,31G,324,324190,324190
324191,31G,324,324190,324190
324199,31G,324,324190,324190
325,31G,325,325110,325110
325,31G,325,325120,325120
325,31G,325,325130,325130
325,31G,325,325180,325180
325,31G,325,325190,325190
325,31G,325,325211,325211
325,31G,325,3252A0,3252A0
325,31G,325,325310,325310
325,31G,325,325320,325320
325,31G,325,325411,325411
325,31G,325,325412,325412
325,31G,325,325413,325413
325,31G,325,325414,325414
325,31G,325,325510,325510
325,31G,325,325520,325520
325,31G,325,325610,325610
325,31G,325,325620,325620
325,31G,325,325910,325910
325,31G,325,3259A0,3259A0
3251,31G,325,325110,325110
3251,31G,325,325120,325120
3251,31G,325,325130,325130
3251,31G,325,325180,325180
3251,31G,325,325190,325190
32511,31G,325,325110,325110
325110,31G,325,325110,325110
32512,31G,325,325120,325120
325120,31G,325,325120,325120
32513,31G,325,325130,325130
325130,31G,325,325130,325130
32518,31G,325,325180,325180
325180,31G,325,325180,325180
32519,31G,325,325190,325190
325193,31G,325,325190,325190
325194,31G,325,325190,325190
325199,31G,325,325190,325190
3252,31G,325,325211,325211
3252,31G,325,3252A0,3252A0
32521,31G,325,325211,325211
32521,31G,325,3252A0,3252A0
325211,31G,325,325211,325211
325212,31G,325,3252A0,3252A0
32522,31G,325,3252A0,3252A0
325220,31G,325,3252A0,3252A0
3253,31G,325,325310,325310
3253,31G,325,325320,325320
32531,31G,325,325310,325310
325311,31G,325,325310,325310
325312,31G,325,325310,325310
325314,31G,325,325310,325310
32532,31G,325,325320,325320
325320,31G,325,325320,325320
3254,31G,325,325411,325411
3254,31G,325,325412,325412
3254,31G,325,325413,325413
3254,31G,325,325414,325414
32541,31G,325,325411,325411
32541,31G,325,325412,325412
32541,31G,325,325413,325413
32541,31G,325,325414,325414
325411,31G,325,325411,325411
325412,31G,325,325412,325412
325413,31G,325,325413,325413
325414,31G,325,325414,325414
3255,31G,325,325510,325510
3255,31G,325,325520,325520
32551,31G,325,325510,325510
325510,31G,325,325510,325510
32552,31G,325,325520,325520
325520,31G,325,325520,325520
3256,31G,325,325610,325610
3256,31G,325,325620,325620
32561,31G,325,325610,325610
325611,31G,325,325610,325610
325612,31G,325,325610,325610
325613,31G,325,325610,325610
32562,31G,325,325620,325620
325620,31G,325,325620,325620
3259,31G,325,325910,325910
3259,31G,325,3259A0,3259A0
32591,31G,325,325910,325910
325910,31G,325,325910,325910
32592,31G,325,3259A0,3259A0
325920,31G,325,3259A0,3259A0
32599,31G,325,3259A0,3259A0
325991,31G,325,3259A0,3259A0
325992,31G,325,3259A0,3259A0
325998,31G,325,3259A0,3259A0
326,31G,326,326110,326110
326,31G,326,326120,326120
326,31G,326,326130,326130
326,31G,326,326140,326140
326,31G,326,326150,326150
326,31G,326,326160,326160
326,31G,326,326190,326190
326,31G,326,326210,326210
326,31G,326,326220,326220
326,31G,326,326290,326290
3261,31G,326,326110,326110
3261,31G,326,326120,326120
3261,31G,326,326130,326130
3261,31G,326,326140,326140
3261,31G,326,326150,326150
3261,31G,326,326160,326160
3261,31G,326,326190,326190
32611,31G,326,326110,326110
326111,31G,326,326110,326110
326112,31G,326,326110,326110
326113,31G,326,326110,326110
32612,31G,326,326120,326120
326121,31G,326,326120,326120
326122,31G,326,326120,326120
32613,31G,326,326130,326130
326130,31G,326,326130,326130
32614,31G,326,326140,326140
326140,31G,326,326140,326140
32615,31G,326,326150,326150
326150,31G,326,326150,326150
32616,31G,326,326160,326160
326160,31G,326,326160,326160
32619,31G,326,326190,326190
326191,31G,326,326190,326190
326199,31G,326,326190,326190
3262,31G,326,326210,326210
3262,31G,326,326220,326220
3262,31G,326,326290,326290
32621,31G,326,326210,326210
326211,31G,326,326210,326210
326212,31G,326,326210,326210
32622,31G,326,326220,326220
326220,31G,326,326220,326220
32629,31G,326,326290,326290
326291,31G,326,326290,326290
326299,31G,326,326290,326290
327,31G,327,327100,327100
327,31G,327,327200,327200
327,31G,327,327310,327310
327,31G,327,327320,327320
327,31G,327,327330,327330
327,31G,327,327390,327390
327,31G,327,327400,327400
327,31G,327,327910,327910
327,31G,327,327991,327991
327,31G,327,327992,327992
327,31G,327,327993,327993
327,31G,327,327999,327999
3271,31G,327,327100,327100
32711,31G,327,327100,327100
327110,31G,327,327100,327100
32712,31G,327,327100,327100
327120,31G,327,327100,327100
3272,31G,327,327200,327200
32721,31G,327,327200,327200
327211,31G,327,327200,327200
327212,31G,327,327200,327200
327213,31G,327,327200,327200
327215,31G,327,327200,327200
3273,31G,327,327310,327310
3273,31G,327,327320,327320
3273,31G,327,327330,327330
3273,31G,327,327390,327390
32731,31G,327,327310,327310
327310,31G,327,327310,327310
32732,31G,327,327320,327320
327320,31G,327,327320,327320
32733,31G,327,327330,327330
327331,31G,327,327330,327330
327332,31G,327,327330,327330
32739,31G,327,327390,327390
327390,31G,327,327390,327390
3274,31G,327,327400,327400
32741,31G,327,327400,327400
327410,31G,327,327400,327400
32742,31G,327,327400,327400
327420,31G,327,327400,327400
3279,31G,327,327910,327910
3279,31G,327,327991,327991
3279,31G,327,327992,327992
3279,31G,327,327993,327993
3279,31G,327,327999,327999
32791,31G,327,327910,327910
327910,31G,327,327910,327910
32799,31G,327,327991,327991
32799,31G,327,327992,327992
32799,31G,327,327993,327993
32799,31G,327,327999,327999
327991,31G,327,327991,327991
327992,31G,327,327992,327992
327993,31G,327,327993,327993
327999,31G,327,327999,327999
33,31G,331,331110,331110
33,31G,331,331200,331200
33,31G,331,331313,331313
33,31G,331,331314,331314
33,31G,331,33131B,33131B
33,31G,331,331410,331410
33,31G,331,331420,331420
33,31G,331,331490,331490
33,31G,331,331510,331510
33,31G,331,331520,331520
33,31G,332,332114,332114
33,31G,332,332119,332119
33,31G,332,33211A,33211A
33,31G,332,332200,332200
33,31G,332,332310,332310
33,31G,332,332320,332320
33,31G,332,332410,332410
33,31G,332,332420,332420
33,31G,332,332430,332430
33,31G,332,332500,332500
33,31G,332,332600,332600
33,31G,332,332710,332710
33,31G,332,332720,332720
33,31G,332,332800,332800
33,31G,332,332913,332913
33,31G,332,33291A,33291A
33,31G,332,332991,332991
33,31G,332,332996,332996
33,31G,332,332999,332999
33,31G,332,33299A,33299A
33,31G,333,333111,333111
33,31G,333,333112,333112
33,31G,333,333120,333120
33,31G,333,333130,333130
33,31G,333,333242,333242
33,31G,333,33329A,33329A
33,31G,333,333314,333314
33,31G,333,333316,333316
33,31G,333,333318,333318
33,31G,333,333413,333413
33,31G,333,333414,333414
33,31G,333,333415,333415
33,31G,333,333511,333511
33,31G,333,333514,333514
33,31G,333,333517,333517
33,31G,333,33351B,33351B
33,31G,333,333611,333611
33,31G,333,333612,333612
33,31G,333,333613,333613
33,31G,333,333618,333618
33,31G,333,333912,333912
33,31G,333,333914,333914
33,31G,333,333920,333920
33,31G,333,333991,333991
33,31G,333,333993,333993
33,31G,333,333994,333994
33,31G,333,33399A,33399A
33,31G,333,33399B,33399B
33,31G,334,334111,334111
33,31G,334,334112,334112
33,31G,334,334118,334118
33,31G,334,334210,334210
33,31G,334,334220,334220
33,31G,334,334290,334290
33,31G,334,334300,334300
33,31G,334,334413,334413
33,31G,334,334418,334418
33,31G,334,33441A,33441A
33,31G,334,334510,334510
33,31G,334,334511,334511
33,31G,334,334512,334512
33,31G,334,334513,334513
33,31G,334,334514,334514
33,31G,334,334515,334515
33,31G,334,334516,334516
33,31G,334,334517,334517
33,31G,334,33451A,33451A
33,31G,334,334610,334610
33,31G,335,335110,335110
33,31G,335,335120,335120
33,31G,335,335210,335210
33,31G,335,335220,335220
33,31G,335,335311,335311
33,31G,335,335312,335312
33,31G,335,335313,335313
33,31G,335,335314,335314
33,31G,335,335911,335911
33,31G,335,335912,335912
33,31G,335,335920,335920
33,31G,335,335930,335930
33,31G,335,335991,335991
33,31G,335,335999,335999
33,31G,3361MV,336111,336111
33,31G,3361MV,336112,336112
33,31G,3361MV,336120,336120
33,31G,3361MV,336211,336211
33,31G,3361MV,336212,336212
33,31G,3361MV,336213,336213
33,31G,3361MV,336214,336214
33,31G,3361MV,336310,336310
33,31G,3361MV,336320,336320
33,31G,3361MV,336350,336350
33,31G,3361MV,336360,336360
33,31G,3361MV,336370,336370
33,31G,3361MV,336390,336390
33,31G,3361MV,3363A0,3363A0
33,31G,3364OT,336411,336411
33,31G,3364OT,336412,336412
33,31G,3364OT,336413,336413
33,31G,3364OT,336414,336414
33,31G,3364OT,33641A,33641A
33,31G,3364OT,336500,336500
33,31G,3364OT,336611,336611
33,31G,3364OT,336612,336612
33,31G,3364OT,336991,336991
33,31G,3364OT,336992,336992
33,31G,3364OT,336999,336999
33,31G,337,337110,337110
33,31G,337,337121,337121
33,31G,337,337122,337122
33,31G,337,337127,337127
33,31G,337,33712N,33712N
33,31G,337,337215,337215
33,31G,337,33721A,33721A
33,31G,337,337900,337900
33,31G,339,339112,339112
33,31G,339,339113,339113
33,31G,339,339114,339114
33,31G,339,339115,339115
33,31G,339,339116,339116
33,31G,339,339910,339910
33,31G,339,339920,339920
33,31G,339,339930,339930
33,31G,339,339940,339940
33,31G,339,339950,339950
33,31G,339,339990,339990
331,31G,331,331110,331110
331,31G,331,331200,331200
331,31G,331,331313,331313
331,31G,331,331314,331314
331,31G,331,33131B,33131B
331,31G,331,331410,331410
331,31G,331,331420,331420
331,31G,331,331490,331490
331,31G,331,331510,331510
331,31G,331,331520,331520
3311,31G,331,331110,331110
33111,31G,331,331110,331110
331110,31G,331,331110,331110
3312,31G,331,331200,331200
33121,31G,331,331200,331200
331210,31G,331,331200,331200
33122,31G,331,331200,331200
331221,31G,331,331200,331200
331222,31G,331,331200,331200
3313,31G,331,331313,331313
3313,31G,331,331314,331314
3313,31G,331,33131B,33131B
33131,31G,331,331313,331313
33131,31G,331,331314,331314
33131,31G,331,33131B,33131B
331313,31G,331,331313,331313
331314,31G,331,331314,331314
331315,31G,331,33131B,33131B
331318,31G,331,33131B,33131B
3314,31G,331,331410,331410
3314,31G,331,331420,331420
3314,31G,331,331490,331490
33141,31G,331,331410,331410
331410,31G,331,331410,331410
33142,31G,331,331420,331420
331420,31G,331,331420,331420
33149,31G,331,331490,331490
331491,31G,331,331490,331490
331492,31G,331,331490,331490
3315,31G,331,331510,331510
3315,31G,331,331520,331520
33151,31G,331,331510,331510
331511,31G,331,331510,331510
331512,31G,331,331510,331510
331513,31G,331,331510,331510
33152,31G,331,331520,331520
331523,31G,331,331520,331520
331524,31G,331,331520,331520
331529,31G,331,331520,331520
332,31G,332,332114,332114
332,31G,332,332119,332119
332,31G,332,33211A,33211A
332,31G,332,332200,332200
332,31G,332,332310,332310
332,31G,332,332320,332320
332,31G,332,332410,332410
332,31G,332,332420,332420
332,31G,332,332430,332430
332,31G,332,332500,332500
332,31G,332,332600,332600
332,31G,332,332710,332710
332,31G,332,332720,332720
332,31G,332,332800,332800
332,31G,332,332913,332913
332,31G,332,33291A,33291A
332,31G,332,332991,332991
332,31G,332,332996,332996
332,31G,332,332999,332999
332,31G,332,33299A,33299A
3321,31G,332,332114,332114
3321,31G,332,332119,332119
3321,31G,332,33211A,33211A
33211,31G,332,332114,332114
33211,31G,332,332119,332119
33211,31G,332,33211A,33211A
332111,31G,332,33211A,33211A
332112,31G,332,33211A,33211A
332114,31G,332,332114,332114
332117,31G,332,33211A,33211A
332119,31G,332,332119,332119
3322,31G,332,332200,332200
33221,31G,332,332200,332200
332215,31G,332,332200,332200
332216,31G,332,332200,332200
3323,31G,332,332310,332310
3323,31G,332,332320,332320
33231,31G,332,332310,332310
332311,31G,332,332310,332310
332312,31G,332,332310,332310
332313,31G,332,332310,332310
33232,31G,332,332320,332320
332321,31G,332,332320,332320
332322,31G,332,332320,332320
332323,31G,332,332320,332320
3324,31G,332,332410,332410
3324,31G,332,332420,332420
3324,31G,332,332430,332430
33241,31G,332,332410,332410
332410,31G,332,332410,332410
33242,31G,332,332420,332420
332420,31G,332,332420,332420
33243,31G,332,332430,332430
332431,31G,332,332430,332430
332439,31G,332,332430,332430
3325,31G,332,332500,332500
33251,31G,332,332500,332500
332510,31G,332,332500,332500
3326,31G,332,332600,332600
33261,31G,332,332600,332600
332613,31G,332,332600,332600
332618,31G,332,332600,332600
3327,31G,332,332710,332710
3327,31G,332,332720,332720
33271,31G,332,332710,332710
332710,31G,332,332710,332710
33272,31G,332,332720,332720
332721,31G,332,332720,332720
332722,31G,332,332720,332720
3328,31G,332,332800,332800
33281,31G,332,332800,332800
332811,31G,332,332800,332800
332812,31G,332,332800,332800
332813,31G,332,332800,332800
3329,31G,332,332913,332913
3329,31G,332,33291A,33291A
3329,31G,332,332991,332991
3329,31G,332,332996,332996
3329,31G,332,332999,332999
3329,31G,332,33299A,33299A
33291,31G,332,332913,332913
33291,31G,332,33291A,33291A
332911,31G,332,33291A,33291A
332912,31G,332,33291A,33291A
332913,31G,332,332913,332913
332919,31G,332,33291A,33291A
33299,31G,332,332991,332991
33299,31G,332,332996,332996
33299,31G,332,332999,332999
33299,31G,332,33299A,33299A
332991,31G,332,332991,332991
332992,31G,332,33299A,33299A
332993,31G,332,33299A,33299A
332994,31G,332,33299A,33299A
332996,31G,332,332996,332996
332999,31G,332,332999,332999
333,31G,333,333111,333111
333,31G,333,333112,333112
333,31G,333,333120,333120
333,31G,333,333130,333130
333,31G,333,333242,333242
333,31G,333,33329A,33329A
333,31G,333,333314,333314
333,31G,333,333316,333316
333,31G,333,333318,333318
333,31G,333,333413,333413
333,31G,333,333414,333414
333,31G,333,333415,333415
333,31G,333,333511,333511
333,31G,333,333514,333514
333,31G,333,333517,333517
333,31G,333,33351B,33351B
333,31G,333,333611,333611
333,31G,333,333612,333612
333,31G,333,333613,333613
333,31G,333,333618,333618
333,31G,333,333912,333912
333,31G,333,333914,333914
333,31G,333,333920,333920
333,31G,333,333991,333991
333,31G,333,333993,333993
333,31G,333,333994,333994
333,31G,333,33399A,33399A
333,31G,333,33399B,33399B
3331,31G,333,333111,333111
3331,31G,333,333112,333112
3331,31G,333,333120,333120
3331,31G,333,333130,333130
33311,31G,333,333111,333111
33311,31G,333,333112,333112
333111,31G,333,333111,333111
333112,31G,333,333112,333112
33312,31G,333,333120,333120
333120,31G,333,333120,333120
33313,31G,333,333130,333130
333131,31G,333,333130,333130
333132,31G,333,333130,333130
3332,31G,333,333242,333242
3332,31G,333,33329A,33329A
33324,31G,333,333242,333242
33324,31G,333,33329A,33329A
333241,31G,333,33329A,33329A
333242,31G,333,333242,333242
333243,31G,333,33329A,33329A
333244,31G,333,33329A,33329A
333249,31G,333,33329A,33329A
3333,31G,333,333314,333314
3333,31G,333,333316,333316
3333,31G,333,333318,333318
33331,31G,333,333314,333314
33331,31G,333,333316,333316
33331,31G,333,333318,333318
333314,31G,333,333314,333314
333316,31G,333,333316,333316
333318,31G,333,333318,333318
3334,31G,333,333413,333413
3334,31G,333,333414,333414
3334,31G,333,333415,333415
33341,31G,333,333413,333413
33341,31G,333,333414,333414
33341,31G,333,333415,333415
333413,31G,333,333413,333413
333414,31G,333,333414,333414
333415,31G,333,333415,333415
3335,31G,333,333511,333511
3335,31G,333,333514,333514
3335,31G,333,333517,333517
3335,31G,333,33351B,33351B
33351,31G,333,333511,333511
33351,31G,333,333514,333514
33351,31G,333,333517,333517
33351,31G,333,33351B,33351B
333511,31G,333,333511,333511
333514,31G,333,333514,333514
333515,31G,333,33351B,33351B
333517,31G,333,333517,333517
333519,31G,333,33351B,33351B
3336,31G,333,333611,333611
3336,31G,333,333612,333612
3336,31G,333,333613,333613
3336,31G,333,333618,333618
33361,31G,333,333611,333611
33361,31G,333,333612,333612
33361,31G,333,333613,333613
33361,31G,333,333618,333618
333611,31G,333,333611,333611
333612,31G,333,333612,333612
333613,31G,333,333613,333613
333618,31G,333,333618,333618
3339,31G,333,333912,333912
3339,31G,333,333914,333914
3339,31G,333,333920,333920
3339,31G,333,333991,333991
3339,31G,333,333993,333993
3339,31G,333,333994,333994
3339,31G,333,33399A,33399A
3339,31G,333,33399B,33399B
33391,31G,333,333912,333912
33391,31G,333,333914,333914
333912,31G,333,333912,333912
333914,31G,333,333914,333914
33392,31G,333,333920,333920
333921,31G,333,333920,333920
333922,31G,333,333920,333920
333923,31G,333,333920,333920
333924,31G,333,333920,333920
33399,31G,333,333991,333991
33399,31G,333,333993,333993
33399,31G,333,333994,333994
33399,31G,333,33399A,33399A
33399,31G,333,33399B,33399B
333991,31G,333,333991,333991
333992,31G,333,33399A,33399A
333993,31G,333,333993,333993
333994,31G,333,333994,333994
333995,31G,333,33399B,33399B
333996,31G,333,33399B,33399B
333997,31G,333,33399A,33399A
333999,31G,333,33399A,33399A
334,31G,334,334111,334111
334,31G,334,334112,334112
334,31G,334,334118,334118
334,31G,334,334210,334210
334,31G,334,334220,334220
334,31G,334,334290,334290
334,31G,334,334300,334300
334,31G,334,334413,334413
334,31G,334,334418,334418
334,31G,334,33441A,33441A
334,31G,334,334510,334510
334,31G,334,334511,334511
334,31G,334,334512,334512
334,31G,334,334513,334513
334,31G,334,334514,334514
334,31G,334,334515,334515
334,31G,334,334516,334516
334,31G,334,334517,334517
334,31G,334,33451A,33451A
334,31G,334,334610,334610
3341,31G,334,334111,334111
3341,31G,334,334112,334112
3341,31G,334,334118,334118
33411,31G,334,334111,334111
33411,31G,334,334112,334112
33411,31G,334,334118,334118
334111,31G,334,334111,334111
334112,31G,334,334112,334112
334118,31G,334,334118,334118
3342,31G,334,334210,334210
3342,31G,334,334220,334220
3342,31G,334,334290,334290
33421,31G,334,334210,334210
334210,31G,334,334210,334210
33422,31G,334,334220,334220
334220,31G,334,334220,334220
33429,31G,334,334290,334290
334290,31G,334,334290,334290
3343,31G,334,334300,334300
33431,31G,334,334300,334300
334310,31G,334,334300,334300
3344,31G,334,334413,334413
3344,31G,334,334418,334418
3344,31G,334,33441A,33441A
33441,31G,334,334413,334413
33441,31G,334,334418,334418
33441,31G,334,33441A,33441A
334412,31G,334,33441A,33441A
334413,31G,334,334413,334413
334416,31G,334,33441A,33441A
334417,31G,334,33441A,33441A
334418,31G,334,334418,334418
334419,31G,334,33441A,33441A
3345,31G,334,334510,334510
3345,31G,334,334511,334511
3345,31G,334,334512,334512
3345,31G,334,334513,334513
3345,31G,334,334514,334514
3345,31G,334,334515,334515
3345,31G,334,334516,334516
3345,31G,334,334517,334517
3345,31G,334,33451A,33451A
33451,31G,334,334510,334510
33451,31G,334,334511,334511
33451,31G,334,334512,334512
33451,31G,334,334513,334513
33451,31G,334,334514,334514
33451,31G,334,334515,334515
33451,31G,334,334516,334516
33451,31G,334,334517,334517
33451,31G,334,33451A,33451A
334510,31G,334,334510,334510
334511,31G,334,334511,334511
334512,31G,334,334512,334512
334513,31G,334,334513,334513
334514,31G,334,334514,334514
334515,31G,334,334515,334515
334516,31G,334,334516,334516
334517,31G,334,334517,334517
334519,31G,334,33451A,33451A
3346,31G,334,334610,334610
33461,31G,334,334610,334610
334613,31G,334,334610,334610
334614,31G,334,334610,334610
335,31G,335,335110,335110
335,31G,335,335120,335120
335,31G,335,335210,335210
335,31G,335,335220,335220
335,31G,335,335311,335311
335,31G,335,335312,335312
335,31G,335,335313,335313
335,31G,335,335314,335314
335,31G,335,335911,335911
335,31G,335,335912,335912
335,31G,335,335920,335920
335,31G,335,335930,335930
335,31G,335,335991,335991
335,31G,335,335999,335999
3351,31G,335,335110,335110
3351,31G,335,335120,335120
33511,31G,335,335110,335110
335110,31G,335,335110,335110
33512,31G,335,335120,335120
335121,31G,335,335120,335120
335122,31G,335,335120,335120
335129,31G,335,335120,335120
3352,31G,335,335210,335210
3352,31G,335,335220,335220
33521,31G,335,335210,335210
335210,31G,335,335210,335210
33522,31G,335,335220,335220
335220,31G,335,335220,335220
3353,31G,335,335311,335311
3353,31G,335,335312,335312
3353,31G,335,335313,335313
3353,31G,335,335314,335314
33531,31G,335,335311,335311
33531,31G,335,335312,335312
33531,31G,335,335313,335313
33531,31G,335,335314,335314
335311,31G,335,335311,335311
335312,31G,335,335312,335312
335313,31G,335,335313,335313
335314,31G,335,335314,335314
3359,31G,335,335911,335911
3359,31G,335,335912,335912
3359,31G,335,335920,335920
3359,31G,335,335930,335930
3359,31G,335,335991,335991
3359,31G,335,335999,335999
33591,31G,335,335911,335911
33591,31G,335,335912,335912
335911,31G,335,335911,335911
335912,31G,335,335912,335912
33592,31G,335,335920,335920
335921,31G,335,335920,335920
