NAICS,BEA_Sector,BEA_Summary,BEA_Detail,USEEIO
562991,PROF,562,562000,562000
562998,PROF,562,562000,562000
61,6,61,611100,611100
61,6,61,611A00,611A00
61,6,61,611B00,611B00
611,6,61,611100,611100
611,6,61,611A00,611A00
611,6,61,611B00,611B00
6111,6,61,611100,611100
61111,6,61,611100,611100
611110,6,61,611100,611100
6112,6,61,611A00,611A00
61121,6,61,611A00,611A00
611210,6,61,611A00,611A00
6113,6,61,611A00,611A00
61131,6,61,611A00,611A00
611310,6,61,611A00,611A00
6114,6,61,611B00,611B00
61141,6,61,611B00,611B00
611410,6,61,611B00,611B00
61142,6,61,611B00,611B00
611420,6,61,611B00,611B00
61143,6,61,611B00,611B00
611430,6,61,611B00,611B00
6115,6,61,611B00,611B00
61151,6,61,611B00,611B00
611511,6,61,611B00,611B00
611512,6,61,611B00,611B00
611513,6,61,611B00,611B00
611519,6,61,611B00,611B00
6116,6,61,611B00,611B00
61161,6,61,611B00,611B00
611610,6,61,611B00,611B00
61162,6,61,611B00,611B00
611620,6,61,611B00,611B00
61163,6,61,611B00,611B00
611630,6,61,611B00,611B00
61169,6,61,611B00,611B00
611691,6,61,611B00,611B00
611692,6,61,611B00,611B00
611699,6,61,611B00,611B00
6117,6,61,611B00,611B00
61171,6,61,611B00,611B00
611710,6,61,611B00,611B00
62,6,621,621100,621100
62,6,621,621200,621200
62,6,621,621300,621300
62,6,621,621400,621400
62,6,621,621500,621500
62,6,621,621600,621600
62,6,621,621900,621900
62,6,622,622000,622000
62,6,623,623A00,623A00
62,6,623,623B00,623B00
62,6,624,624100,624100
62,6,624,624400,624400
62,6,624,624A00,624A00
621,6,621,621100,621100
621,6,621,621200,621200
621,6,621,621300,621300
621,6,621,621400,621400
621,6,621,621500,621500
621,6,621,621600,621600
621,6,621,621900,621900
6211,6,621,621100,621100
62111,6,621,621100,621100
621111,6,621,621100,621100
621112,6,621,621100,621100
6212,6,621,621200,621200
62121,6,621,621200,621200
621210,6,621,621200,621200
6213,6,621,621300,621300
62131,6,621,621300,621300
621310,6,621,621300,621300
62132,6,621,621300,621300
621320,6,621,621300,621300
62133,6,621,621300,621300
621330,6,621,621300,621300
62134,6,621,621300,621300
621340,6,621,621300,621300
62139,6,621,621300,621300
621391,6,621,621300,621300
621399,6,621,621300,621300
6214,6,621,621400,621400
62141,6,621,621400,621400
621410,6,621,621400,621400
62142,6,621,621400,621400
621420,6,621,621400,621400
62149,6,621,621400,621400
621491,6,621,621400,621400
621492,6,621,621400,621400
621493,6,621,621400,621400
621498,6,621,621400,621400
6215,6,621,621500,621500
62151,6,621,621500,621500
621511,6,621,621500,621500
621512,6,621,621500,621500
6216,6,621,621600,621600
62161,6,621,621600,621600
621610,6,621,621600,621600
6219,6,621,621900,621900
62191,6,621,621900,621900
621910,6,621,621900,621900
62199,6,621,621900,621900
621991,6,621,621900,621900
621999,6,621,621900,621900
622,6,622,622000,622000
6221,6,622,622000,622000
62211,6,622,622000,622000
622110,6,622,622000,622000
6222,6,622,622000,622000
62221,6,622,622000,622000
622210,6,622,622000,622000
6223,6,622,622000,622000
62231,6,622,622000,622000
622310,6,622,622000,622000
623,6,623,623A00,623A00
623,6,623,623B00,623B00
6231,6,623,623A00,623A00
62311,6,623,623A00,623A00
623110,6,623,623A00,623A00
6232,6,623,623B00,623B00
62321,6,623,623B00,623B00
623210,6,623,623B00,623B00
62322,6,623,623B00,623B00
623220,6,623,623B00,623B00
6233,6,623,623A00,623A00
62331,6,623,623A00,623A00
623311,6,623,623A00,623A00
623312,6,623,623A00,623A00
6239,6,623,623B00,623B00
62399,6,623,623B00,623B00
623990,6,623,623B00,623B00
624,6,624,624100,624100
624,6,624,624400,624400
624,6,624,624A00,624A00
6241,6,624,624100,624100
62411,6,624,624100,624100
624110,6,624,624100,624100
62412,6,624,624100,624100
624120,6,624,624100,624100
62419,6,624,624100,624100
624190,6,624,624100,624100
6242,6,624,624A00,624A00
62421,6,624,624A00,624A00
624210,6,624,624A00,624A00
62422,6,624,624A00,624A00
624221,6,624,624A00,624A00
624229,6,624,624A00,624A00
62423,6,624,624A00,624A00
624230,6,624,624A00,624A00
6243,6,624,624A00,624A00
62431,6,624,624A00,624A00
624310,6,624,624A00,624A00
6244,6,624,624400,624400
62441,6,624,624400,624400
624410,6,624,624400,624400
71,7,711AS,711100,711100
71,7,711AS,711200,711200
71,7,711AS,711500,711500
71,7,711AS,711A00,711A00
71,7,711AS,712000,712000
71,7,713,713100,713100
71,7,713,713200,713200
71,7,713,713900,713900
711,7,711AS,711100,711100
711,7,711AS,711200,711200
711,7,711AS,711500,711500
711,7,711AS,711A00,711A00
7111,7,711AS,711100,711100
71111,7,711AS,711100,711100
711110,7,711AS,711100,711100
71112,7,711AS,711100,711100
711120,7,711AS,711100,711100
71113,7,711AS,711100,711100
711130,7,711AS,711100,711100
71119,7,711AS,711100,711100
711190,7,711AS,711100,711100
7112,7,711AS,711200,711200
71121,7,711AS,711200,711200
711211,7,711AS,711200,711200
711212,7,711AS,711200,711200
711219,7,711AS,711200,711200
7113,7,711AS,711A00,711A00
71131,7,711AS,711A00,711A00
711310,7,711AS,711A00,711A00
71132,7,711AS,711A00,711A00
711320,7,711AS,711A00,711A00
7114,7,711AS,711A00,711A00
71141,7,711AS,711A00,711A00
711410,7,711AS,711A00,711A00
7115,7,711AS,711500,711500
71151,7,711AS,711500,711500
711510,7,711AS,711500,711500
712,7,711AS,712000,712000
7121,7,711AS,712000,712000
71211,7,711AS,712000,712000
712110,7,711AS,712000,712000
71212,7,711AS,712000,712000
712120,7,711AS,712000,712000
71213,7,711AS,712000,712000
712130,7,711AS,712000,712000
71219,7,711AS,712000,712000
712190,7,711AS,712000,712000
713,7,713,713100,713100
713,7,713,713200,713200
713,7,713,713900,713900
7131,7,713,713100,713100
71311,7,713,713100,713100
713110,7,713,713100,713100
71312,7,713,713100,713100
713120,7,713,713100,713100
7132,7,713,713200,713200
71321,7,713,713200,713200
713210,7,713,713200,713200
71329,7,713,713200,713200
713290,7,713,713200,713200
7139,7,713,713900,713900
71391,7,713,713900,713900
713910,7,713,713900,713900
71392,7,713,713900,713900
713920,7,713,713900,713900
71393,7,713,713900,713900
713930,7,713,713900,713900
71394,7,713,713900,713900
713940,7,713,713900,713900
71395,7,713,713900,713900
713950,7,713,713900,713900
71399,7,713,713900,713900
713990,7,713,713900,713900
72,7,721,721000,721000
72,7,722,722110,722110
72,7,722,722211,722211
72,7,722,722A00,722A00
721,7,721,721000,721000
7211,7,721,721000,721000
72111,7,721,721000,721000
721110,7,721,721000,721000
72112,7,721,721000,721000
721120,7,721,721000,721000
72119,7,721,721000,721000
721191,7,721,721000,721000
721199,7,721,721000,721000
7212,7,721,721000,721000
72121,7,721,721000,721000
721211,7,721,721000,721000
721214,7,721,721000,721000
7213,7,721,721000,721000
72131,7,721,721000,721000
721310,7,721,721000,721000
722,7,722,722110,722110
722,7,722,722211,722211
722,7,722,722A00,722A00
7223,7,722,722A00,722A00
72231,7,722,722A00,722A00
722310,7,722,722A00,722A00
72232,7,722,722A00,722A00
722320,7,722,722A00,722A00
72233,7,722,722A00,722A00
722330,7,722,722A00,722A00
7224,7,722,722A00,722A00
72241,7,722,722A00,722A00
722410,7,722,722A00,722A00
7225,7,722,722110,722110
7225,7,722,722211,722211
7225,7,722,722A00,722A00
72251,7,722,722110,722110
72251,7,722,722211,722211
72251,7,722,722A00,722A00
722511,7,722,722110,722110
722513,7,722,722211,722211
722514,7,722,722A00,722A00
722515,7,722,722A00,722A00
81,81,81,811100,811100
81,81,81,811200,811200
81,81,81,811300,811300
81,81,81,811400,811400
81,81,81,812100,812100
81,81,81,812200,812200
81,81,81,812300,812300
81,81,81,812900,812900
81,81,81,813100,813100
81,81,81,813A00,813A00
81,81,81,813B00,813B00
81,81,81,814000,814000
811,81,81,811100,811100
811,81,81,811200,811200
811,81,81,811300,811300
811,81,81,811400,811400
8111,81,81,811100,811100
81111,81,81,811100,811100
811111,81,81,811100,811100
811112,81,81,811100,811100
811113,81,81,811100,811100
811118,81,81,811100,811100
81112,81,81,811100,811100
811121,81,81,811100,811100
811122,81,81,811100,811100
81119,81,81,811100,811100
811191,81,81,811100,811100
811192,81,81,811100,811100
811198,81,81,811100,811100
8112,81,81,811200,811200
81121,81,81,811200,811200
811211,81,81,811200,811200
811212,81,81,811200,811200
811213,81,81,811200,811200
811219,81,81,811200,811200
8113,81,81,811300,811300
81131,81,81,811300,811300
811310,81,81,811300,811300
8114,81,81,811400,811400
81141,81,81,811400,811400
811411,81,81,811400,811400
811412,81,81,811400,811400
81142,81,81,811400,811400
811420,81,81,811400,811400
81143,81,81,811400,811400
811430,81,81,811400,811400
81149,81,81,811400,811400
811490,81,81,811400,811400
812,81,81,812100,812100
812,81,81,812200,812200
812,81,81,812300,812300
812,81,81,812900,812900
8121,81,81,812100,812100
81211,81,81,812100,812100
812111,81,81,812100,812100
812112,81,81,812100,812100
812113,81,81,812100,812100
81219,81,81,812100,812100
812191,81,81,812100,812100
812199,81,81,812100,812100
8122,81,81,812200,812200
81221,81,81,812200,812200
812210,81,81,812200,812200
81222,81,81,812200,812200
812220,81,81,812200,812200
8123,81,81,812300,812300
81231,81,81,812300,812300
812310,81,81,812300,812300
81232,81,81,812300,812300
812320,81,81,812300,812300
81233,81,81,812300,812300
812331,81,81,812300,812300
812332,81,81,812300,812300
8129,81,81,812900,812900
81291,81,81,812900,812900
812910,81,81,812900,812900
81292,81,81,812900,812900
812921,81,81,812900,812900
812922,81,81,812900,812900
81293,81,81,812900,812900
812930,81,81,812900,812900
81299,81,81,812900,812900
812990,81,81,812900,812900
813,81,81,813100,813100
813,81,81,813A00,813A00
813,81,81,813B00,813B00
8131,81,81,813100,813100
81311,81,81,813100,813100
813110,81,81,813100,813100
8132,81,81,813A00,813A00
81321,81,81,813A00,813A00
813211,81,81,813A00,813A00
813212,81,81,813A00,813A00
813219,81,81,813A00,813A00
8133,81,81,813A00,813A00
81331,81,81,813A00,813A00
813311,81,81,813A00,813A00
813312,81,81,813A00,813A00
813319,81,81,813A00,813A00
8134,81,81,813B00,813B00
81341,81,81,813B00,813B00
813410,81,81,813B00,813B00
8139,81,81,813B00,813B00
81391,81,81,813B00,813B00
813910,81,81,813B00,813B00
81392,81,81,813B00,813B00
813920,81,81,813B00,813B00
81393,81,81,813B00,813B00
813930,81,81,813B00,813B00
81394,81,81,813B00,813B00
813940,81,81,813B00,813B00
81399,81,81,813B00,813B00
813990,81,81,813B00,813B00
814,81,81,814000,814000
8141,81,81,814000,814000
81411,81,81,814000,814000
814110,81,81,814000,814000
92,G,GSLG,GSLGE,GSLGE
92,G,GSLG,GSLGH,GSLGH
92,G,GSLG,GSLGO,GSLGO
92,G,GFE,S00102,S00102
92,G,GSLE,S00203,S00203
92,G,GFGD,S00500,S00500
92,G,GFGN,S00600,S00600
921,G,GSLG,GSLGO,GSLGO
921,G,GFGN,S00600,S00600
9211,G,GSLG,GSLGO,GSLGO
9211,G,GFGN,S00600,S00600
92111,G,GSLG,GSLGO,GSLGO
92111,G,GFGN,S00600,S00600
921110,G,GSLG,GSLGO,GSLGO
921110,G,GFGN,S00600,S00600
92112,G,GSLG,GSLGO,GSLGO
92112,G,GFGN,S00600,S00600
921120,G,GSLG,GSLGO,GSLGO
921120,G,GFGN,S00600,S00600
92113,G,GSLG,GSLGO,GSLGO
92113,G,GFGN,S00600,S00600
921130,G,GSLG,GSLGO,GSLGO
921130,G,GFGN,S00600,S00600
92114,G,GSLG,GSLGO,GSLGO
92114,G,GFGN,S00600,S00600
921140,G,GSLG,GSLGO,GSLGO
921140,G,GFGN,S00600,S00600
92115,G,GSLG,GSLGO,GSLGO
921150,G,GSLG,GSLGO,GSLGO
92119,G,GSLG,GSLGO,GSLGO
92119,G,GFGN,S00600,S00600
921190,G,GSLG,GSLGO,GSLGO
921190,G,GFGN,S00600,S00600
922,G,GSLG,GSLGO,GSLGO
922,G,GSLE,S00203,S00203
922,G,GFGN,S00600,S00600
9221,G,GSLG,GSLGO,GSLGO
9221,G,GFE,S00102,S00102
9221,G,GSLE,S00203,S00203
9221,G,GFGN,S00600,S00600
92211,G,GSLG,GSLGO,GSLGO
92211,G,GFGN,S00600,S00600
922110,G,GSLG,GSLGO,GSLGO
922110,G,GFGN,S00600,S00600
92212,G,GSLG,GSLGO,GSLGO
92212,G,GFE,S00102,S00102
92212,G,GSLE,S00203,S00203
92212,G,GFGN,S00600,S00600
922120,G,GSLG,GSLGO,GSLGO
922120,G,GFE,S00102,S00102
922120,G,GSLE,S00203,S00203
922120,G,GFGN,S00600,S00600
92213,G,GSLG,GSLGO,GSLGO
92213,G,GFGN,S00600,S00600
922130,G,GSLG,GSLGO,GSLGO
922130,G,GFGN,S00600,S00600
92214,G,GSLG,GSLGO,GSLGO
92214,G,GFE,S00102,S00102
92214,G,GSLE,S00203,S00203
92214,G,GFGN,S00600,S00600
922140,G,GSLG,GSLGO,GSLGO
922140,G,GFE,S00102,S00102
922140,G,GSLE,S00203,S00203
922140,G,GFGN,S00600,S00600
92215,G,GSLG,GSLGO,GSLGO
92215,G,GFGN,S00600,S00600
922150,G,GSLG,GSLGO,GSLGO
922150,G,GFGN,S00600,S00600
92216,G,GSLG,GSLGO,GSLGO
92216,G,GSLE,S00203,S00203
922160,G,GSLG,GSLGO,GSLGO
922160,G,GSLE,S00203,S00203
922160,G,GFGN,S00600,S00600
92219,G,GSLG,GSLGO,GSLGO
92219,G,GFGN,S00600,S00600
922190,G,GSLG,GSLGO,GSLGO
922190,G,GFGN,S00600,S00600
923,G,GSLG,GSLGE,GSLGE
923,G,GSLG,GSLGH,GSLGH
923,G,GSLG,GSLGO,GSLGO
923,G,GFGN,S00600,S00600
9231,G,GSLG,GSLGE,GSLGE
9231,G,GSLG,GSLGH,GSLGH
9231,G,GSLG,GSLGO,GSLGO
9231,G,GFGN,S00600,S00600
92311,G,GSLG,GSLGE,GSLGE
92311,G,GFGN,S00600,S00600
923110,G,GSLG,GSLGE,GSLGE
923110,G,GFGN,S00600,S00600
92312,G,GSLG,GSLGH,GSLGH
92312,G,GFGN,S00600,S00600
923120,G,GSLG,GSLGH,GSLGH
923120,G,GFGN,S00600,S00600
92313,G,GSLG,GSLGO,GSLGO
92313,G,GFGN,S00600,S00600
923130,G,GSLG,GSLGO,GSLGO
923130,G,GFGN,S00600,S00600
92314,G,GFGN,S00600,S00600
923140,G,GFGN,S00600,S00600
924,G,GSLG,GSLGO,GSLGO
924,G,GFGN,S00600,S00600
9241,G,GSLG,GSLGO,GSLGO
9241,G,GFGN,S00600,S00600
92411,G,GSLG,GSLGO,GSLGO
92411,G,GFGN,S00600,S00600
924110,G,GSLG,GSLGO,GSLGO
924110,G,GFGN,S00600,S00600
92412,G,GSLG,GSLGO,GSLGO
92412,G,GFGN,S00600,S00600
924120,G,GSLG,GSLGO,GSLGO
924120,G,GFGN,S00600,S00600
925,G,GSLG,GSLGO,GSLGO
925,G,GFGN,S00600,S00600
9251,G,GSLG,GSLGO,GSLGO
9251,G,GFGN,S00600,S00600
92511,G,GSLG,GSLGO,GSLGO
92511,G,GFGN,S00600,S00600
925110,G,GSLG,GSLGO,GSLGO
925110,G,GFGN,S00600,S00600
92512,G,GSLG,GSLGO,GSLGO
92512,G,GFGN,S00600,S00600
925120,G,GSLG,GSLGO,GSLGO
925120,G,GFGN,S00600,S00600
926,G,GSLG,GSLGO,GSLGO
926,G,GFGN,S00600,S00600
9261,G,GSLG,GSLGO,GSLGO
9261,G,GFGN,S00600,S00600
92611,G,GSLG,GSLGO,GSLGO
92611,G,GFGN,S00600,S00600
926110,G,GSLG,GSLGO,GSLGO
926110,G,GFGN,S00600,S00600
92612,G,GFGN,S00600,S00600
926120,G,GSLG,GSLGO,GSLGO
926120,G,GFGN,S00600,S00600
92613,G,GSLG,GSLGO,GSLGO
92613,G,GFGN,S00600,S00600
926130,G,GSLG,GSLGO,GSLGO
926130,G,GFGN,S00600,S00600
92614,G,GSLG,GSLGO,GSLGO
92614,G,GFGN,S00600,S00600
926140,G,GSLG,GSLGO,GSLGO
926140,G,GFGN,S00600,S00600
92615,G,GSLG,GSLGO,GSLGO
92615,G,GFGN,S00600,S00600
926150,G,GSLG,GSLGO,GSLGO
926150,G,GFGN,S00600,S00600
927,G,GFE,S00102,S00102
9271,G,GFE,S00102,S00102
92711,G,GFE,S00102,S00102
927110,G,GFE,S00102,S00102
928,G,GFGD,S00500,S00500
928,G,GFGN,S00600,S00600
9281,G,GFGD,S00500,S00500
9281,G,GFGN,S00600,S00600
92811,G,GFGD,S00500,S00500
928110,G,GFGD,S00500,S00500
92812,G,GFGN,S00600,S00600
928120,G,GFGN,S00600,S00600
F010,F010,F010,F01000,F01000
F01000,F010,F010,F01000,F01000
S00101,G,GFE,S00101,S00101
S00201,G,GSLE,S00201,S00201
S00202,G,GSLE,S00202,S00202
,42,42,4200ID,4200ID
,F020,F02E,F02E00,F02E00
,F020,F02N,F02N00,F02N00
,F020,F02R,F02R00,F02R00
,F020,F02S,F02S00,F02S00
,F030,F030,F03000,F03000
,F040,F040,F04000,F04000
,F050,F050,F05000,F05000
,F100,F06C,F06C00,F06C00
,F100,F06E,F06E00,F06E00
,F100,F06N,F06N00,F06N00
,F100,F06S,F06S00,F06S00
,F100,F07C,F07C00,F07C00
,F100,F07E,F07E00,F07E00
,F100,F07N,F07N00,F07N00
,F100,F07S,F07S00,F07S00
,F100,F10C,F10C00,F10C00
,F100,F10E,F10E00,F10E00
,F100,F10N,F10N00,F10N00
,F100,F10S,F10S00,F10S00
,Other,Other,S00300,S00300
,Used,Used,S00401,S00401
,Used,Used,S00402,S00402
,Other,Other,S00900,S00900
,V001,V001,V00100,V00100
,V002,V002,V00200,V00200
,V003,V003,V00300,V00300
