"NAICS_Code","BEA_Code","Location","allocation_factor"
"2372","2332A0","US",0.129184379310242
"23822","2332A0","US",0.117779344004498
"23721","2332A0","US",0.129184379310242
"238150","2332A0","US",0.117779344004498
"2389","2332A0","US",0.117779344004498
"238330","2332A0","US",0.117779344004498
"23821","2332A0","US",0.117779344004498
"238160","2332A0","US",0.117779344004498
"2381","2332A0","US",0.117779344004498
"238120","2332A0","US",0.117779344004498
"23813","2332A0","US",0.117779344004498
"238","2332A0","US",0.117779344004498
"238910","2332A0","US",0.117779344004498
"23891","2332A0","US",0.117779344004498
"238340","2332A0","US",0.117779344004498
"23834","2332A0","US",0.117779344004498
"238170","2332A0","US",0.117779344004498
