Row ID,USEEIO Sector Name,USEEIO Sector Code,NAICS Sector Code,Activity Category,IPCC/UNFCCC Category,Activity Subcategory,Activity Type,Activity,Fuel Consumed,Gas Category,Gas,Emissions (kg),Emissions Intensity (kg/USD_2022),AR5-100 GWP,Emissions (kgCO2e),Emissions (MTCO2e),Contribution to USEEIO Sector's Scope 1 (%),Attribution Sources
7499,"Residential mental health, substance abuse, and other residential care facilities",623B00,6232,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Non-Manufacturing,Natural gas,Natural Gas,Nitrous oxide,Nitrous oxide,134.1887833306513,2.4325867579836354e-09,265.0,,35.56002758262259,5.533803456728119e-05,Detail_Use_2022
7500,"Residential mental health, substance abuse, and other residential care facilities",623B00,6232,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-236fa,2.86555849269908,5.194711115601181e-11,8060.0,,23.096401451154584,3.594230794433861e-05,Detail_Use_2022
7501,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,86302022.01759902,86302.02201759901,0.13430204086708805,Detail_Use_2022
7502,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,68381931.33183496,0.0012396340179438203,1.0,,68381.93133183496,0.1064150378125058,Detail_Use_2022
7503,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,11006.005284062956,1.9951788851336866e-07,3170.0,,34889.03675047957,0.054293847698269754,Detail_Use_2022
7504,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,34059775.29621215,0.0006174387777352963,1.0,,34059.77529621215,0.05300336222508104,Detail_Use_2022
7505,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,18003.666539827802,3.263721432813263e-07,1300.0,,23404.766501776143,0.0364221814706172,Detail_Use_2022
7506,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,15842883.26893122,15842.883268931218,0.02465448093212244,Detail_Use_2022
7507,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,3008.3709307084514,5.45360283289243e-08,4800.0,,14440.180467400567,0.022471613780561006,Detail_Use_2022
7508,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,8189242.965173629,0.00014845535893939107,1.0,,8189.242965173629,0.01274398927935872,Detail_Use_2022
7509,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,6855808.294171067,6855.808294171067,0.010668916256827927,Detail_Use_2022
7510,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-125,2020.4260907941657,3.66264722874783e-08,3170.0,,6404.750707817505,0.009966986533981885,Detail_Use_2022
7511,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,7515.497228743452,1.3624163349969094e-07,677.0,,5087.991623859317,0.007917863834750119,Detail_Use_2022
7512,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-134a,3305.020910693026,5.991372678594395e-08,1300.0,,4296.527183900934,0.0066861975646543646,Detail_Use_2022
7513,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-125,874.3139563610958,1.5849644804689663e-08,3170.0,,2771.5752416646737,0.004313087951709316,Detail_Use_2022
7514,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-143a,552.2613302749814,1.0011444814005429e-08,4800.0,,2650.8543853199108,0.00412522378580347,Detail_Use_2022
7515,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-134a,1430.2061933620903,2.5926911033883044e-08,1300.0,,1859.2680513707173,0.002893367825925803,Detail_Use_2022
7516,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Carbon dioxide,Carbon dioxide,1503339.2882927433,2.7252674587907533e-05,1.0,,1503.3392882927433,0.0023394762928291364,Detail_Use_2022
7517,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-143a,238.98413845376936,4.332326712719927e-09,4800.0,,1147.123864578093,0.0017851386623219828,Detail_Use_2022
7518,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-32,1379.6564960978315,2.5010541415402196e-08,677.0,,934.0274478582319,0.0014535208972005045,Detail_Use_2022
7519,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Carbon dioxide,Carbon dioxide,650551.152001634,1.1793251853627141e-05,1.0,,650.551152001634,0.001012378914881482,Detail_Use_2022
7520,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Non-Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,432560.589173427,7.841498634472872e-06,1.0,,432.56058917342705,0.0006731449456979651,Detail_Use_2022
7521,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-32,597.0289806782499,1.0822996948647643e-08,677.0,,404.1886199191752,0.0006289928704025884,Detail_Use_2022
7522,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,36.0721130927619,6.539186246716441e-10,8060.0,,290.74123152766094,0.0004524475770731397,Detail_Use_2022
7523,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,Natural gas,Natural Gas,Methane,Methane,6350.0047659562,1.1511347762007504e-07,28.0,,177.8001334467736,0.00027669016588594903,Detail_Use_2022
7524,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,5605.624636623599,1.0161928532936206e-07,28.0,,156.95748982546075,0.0002442551254318924,Detail_Use_2022
7525,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-236fa,6.621933804468368,1.2004303254841775e-10,8060.0,,53.37278646401504,8.305800931777442e-05,Detail_Use_2022
7526,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,197.43080977136216,3.5790441015057588e-09,265.0,,52.319164589410974,8.141837718919372e-05,Detail_Use_2022
7527,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Non-Manufacturing,Natural gas,Natural Gas,Nitrous oxide,Nitrous oxide,134.1887833306513,2.4325867579836354e-09,265.0,,35.56002758262259,5.533803456728119e-05,Detail_Use_2022
7528,"Residential mental health, substance abuse, and other residential care facilities",623B00,6239,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-236fa,2.86555849269908,5.194711115601181e-11,8060.0,,23.096401451154584,3.594230794433861e-05,Detail_Use_2022
7529,Individual and family services,624100,6241,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,132063642.16061999,0.0011172235329601462,1.0,,132063.64216062,0.25725242171855045,Detail_Use_2022
7530,Individual and family services,624100,6241,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,111816443.86524644,0.0009459375829286459,1.0,,111816.44386524645,0.2178120374516556,Detail_Use_2022
7531,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,110640005.11844909,110640.00511844909,0.21552040205779696,Detail_Use_2022
7532,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,14109.802441408436,1.1936520207270666e-07,3170.0,,44728.07373926474,0.08712772947937708,Detail_Use_2022
7533,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,23080.870083335918,1.9525806494823418e-07,1300.0,,30005.131108336696,0.058448279294116896,Detail_Use_2022
7534,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,20310725.577299833,20310.725577299832,0.03956413177872601,Detail_Use_2022
7535,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,3856.7598694721355,3.2627169875490755e-08,4800.0,,18512.44737346625,0.03606118868786962,Detail_Use_2022
7536,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,10498686.617079109,8.881611594134958e-05,1.0,,10498.686617079109,0.02045084107117781,Detail_Use_2022
7537,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-125,2590.205279099134,2.1912452554409924e-08,3170.0,,8210.950734744254,0.015994462416504006,Detail_Use_2022
7538,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,9634.938236861937,8.150903277184885e-08,677.0,,6522.853186355531,0.012706144940813178,Detail_Use_2022
7539,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-134a,4237.0679380036945,3.5844475690980185e-08,1300.0,,5508.188319404803,0.010729635812446578,Detail_Use_2022
7540,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-143a,708.0042272460925,5.989528769413761e-09,4800.0,,3398.4202907812437,0.006619928358159641,Detail_Use_2022
7541,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,2777595.5058281827,2777.5955058281825,0.005410597184347014,Detail_Use_2022
7542,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Carbon dioxide,Carbon dioxide,1927295.1277729764,1.6304407757349195e-05,1.0,,1927.2951277729765,0.0037542606797331245,Detail_Use_2022
7543,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-32,1768.732623192046,1.4963010847006067e-08,677.0,,1197.4319859010152,0.002332529022951211,Detail_Use_2022
7544,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-125,354.2238072695505,2.9966398544041425e-09,3170.0,,1122.8894690444752,0.00218732446347815,Detail_Use_2022
7545,Individual and family services,624100,6241,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Non-Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,865121.1783468539,7.3186966791040625e-06,1.0,,865.121178346854,0.0016852065759253884,Detail_Use_2022
7546,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-134a,579.4406909638496,4.901915207761382e-09,1300.0,,753.2728982530045,0.0014673325233212464,Detail_Use_2022
7547,Individual and family services,624100,6241,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,21735.293308882876,1.838748408206187e-07,28.0,,608.5882126487205,0.0011854950308188025,Detail_Use_2022
7548,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-143a,96.82319581453085,8.190986643306306e-10,4800.0,,464.7513399097481,0.0009053090292884181,Detail_Use_2022
7549,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,46.244788753646915,3.912186990080699e-10,8060.0,,372.7329973543941,0.0007260625608614654,Detail_Use_2022
7550,Individual and family services,624100,6241,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,Natural gas,Natural Gas,Methane,Methane,10383.370835360343,8.784057488440062e-08,28.0,,290.7343833900896,0.0005663339506643736,Detail_Use_2022
7551,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Carbon dioxide,Carbon dioxide,263567.45675741875,2.2297110725880763e-06,1.0,,263.56745675741877,0.0005134143313613955,Detail_Use_2022
7552,Individual and family services,624100,6241,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,765.5197835678697,6.476095185292493e-09,265.0,,202.86274264548547,0.00039516502019947924,Detail_Use_2022
7553,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-32,241.88322403807717,2.046268190869214e-09,677.0,,163.75494267377826,0.00031898526257496707,Detail_Use_2022
7554,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-236fa,8.489381510331318,7.181792542177129e-11,8060.0,,68.42441497327043,0.00013328684692142845,Detail_Use_2022
7555,Individual and family services,624100,6241,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Non-Manufacturing,Natural gas,Natural Gas,Nitrous oxide,Nitrous oxide,219.42218165534894,1.8562537045635956e-09,265.0,,58.14687813866747,0.0001132667929781365,Detail_Use_2022
7556,Individual and family services,624100,6241,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-236fa,1.1609663003231785,9.82146827449456e-12,8060.0,,9.357388380604817,1.822765738161218e-05,Detail_Use_2022
7557,Child day care services,624400,6244,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,298177183.6406572,0.0056213178425582,1.0,,298177.18364065717,0.5089670032972304,Detail_Use_2022
7558,Child day care services,624400,6244,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,102646622.34285155,0.001935122206900904,1.0,,102646.62234285155,0.17521040052274522,Detail_Use_2022
7559,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,76303451.80582696,76303.45180582696,0.13024450339449456,Detail_Use_2022
7560,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,9730.898235454095,1.8344955575473372e-07,3170.0,,30846.94740638948,0.05265352026806315,Detail_Use_2022
7561,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,15917.841436783394,3.000875016360643e-07,1300.0,,20693.193867818412,0.035321793381229316,Detail_Use_2022
7562,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,14007396.949861957,14007.396949861957,0.023909618980631854,Detail_Use_2022
7563,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,2659.8343927394044,5.0143925660572436e-08,4800.0,,12767.20508514914,0.021792700679943947,Detail_Use_2022
7564,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,7240473.529020077,0.00013649938784820293,1.0,,7240.473529020077,0.012358967475389995,Detail_Use_2022
7565,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-125,1786.3484683442305,3.36767300419318e-08,3170.0,,5662.724644651211,0.00966586362408889,Detail_Use_2022
7566,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,6644.784990939268,1.2526930455733481e-07,677.0,,4498.519438865884,0.0076786490841404395,Detail_Use_2022
7567,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-134a,2922.115819312893,5.50885268703886e-08,1300.0,,3798.7505651067613,0.006484193954042096,Detail_Use_2022
7568,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-143a,488.2787774110983,9.205165097109914e-09,4800.0,,2343.738131573272,0.004000592395352028,Detail_Use_2022
7569,Child day care services,624400,6244,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Non-Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,1730242.3566937079,3.26190022753508e-05,1.0,,1730.242356693708,0.0029533992390431093,Detail_Use_2022
7570,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Carbon dioxide,Carbon dioxide,1329169.0536365355,2.5057858638800534e-05,1.0,,1329.1690536365356,0.0022687959616657957,Detail_Use_2022
7571,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-32,1219.8156022014114,2.2996297454969674e-08,677.0,,825.8151626903555,0.0014096070782480033,Detail_Use_2022
7572,Child day care services,624400,6244,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,Natural gas,Natural Gas,Methane,Methane,27688.988894294256,5.220003939049517e-07,28.0,,775.2916890402392,0.001323367143099726,Detail_Use_2022
7573,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,555519.1011656366,555.5191011656366,0.0009482311447927053,Detail_Use_2022
7574,Child day care services,624400,6244,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,16893.782477046403,3.184862091291457e-07,28.0,,473.02590935729927,0.0008074212004687555,Detail_Use_2022
7575,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,31.892957761135808,6.012547651220837e-10,8060.0,,257.05723955475463,0.00043877821667842154,Detail_Use_2022
7576,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-125,70.84476145391011,1.3355848249360928e-09,3170.0,,224.57789380889506,0.0003833383098703717,Detail_Use_2022
7577,Child day care services,624400,6244,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,595.0011587920883,1.1217124628461057e-08,265.0,,157.6753070799034,0.00026914040691705877,Detail_Use_2022
7578,Child day care services,624400,6244,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Non-Manufacturing,Natural gas,Natural Gas,Nitrous oxide,Nitrous oxide,585.1258177475972,1.1030951997353089e-08,265.0,,155.05834170311326,0.0002646734352685417,Detail_Use_2022
7579,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-134a,115.88813819276994,2.18475488637301e-09,1300.0,,150.65457965060094,0.0002571565302265972,Detail_Use_2022
7580,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-143a,19.36463916290617,3.650674753583095e-10,4800.0,,92.95026798194961,0.00015865942112948698,Detail_Use_2022
7581,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Carbon dioxide,Carbon dioxide,52713.491351483746,9.937691605362293e-07,1.0,,52.713491351483746,8.9978137827045e-05,Detail_Use_2022
7582,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-236fa,5.854745869194013,1.1037527089197671e-10,8060.0,,47.18925170570375,8.0548658134203e-05,Detail_Use_2022
7583,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-32,48.37664480761545,9.120097429985568e-10,677.0,,32.750988534755656,5.5903581508252124e-05,Detail_Use_2022
7584,Child day care services,624400,6244,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-236fa,0.23219326006463573,4.377370863144479e-12,8060.0,,1.871477676120964,3.1944777696366755e-06,Detail_Use_2022
7585,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,52458623.11650603,52458.62311650603,0.14563623446077228,Detail_Use_2022
7586,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,26913443.663064733,0.0005058727804042091,1.0,,26913.443663064732,0.07471741266933088,Detail_Use_2022
7587,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,24848098.63672143,0.0004670519649020982,1.0,,24848.09863672143,0.06898357798916978,Detail_Use_2022
7588,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,6689.99253687469,1.2574701208365645e-07,3170.0,,21207.276341892768,0.05887588514747878,Detail_Use_2022
7589,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,10943.515987788582,2.0569745475336608e-07,1300.0,,14226.570784125157,0.03949596987492611,Detail_Use_2022
7590,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,9630085.403030094,9630.085403030094,0.026735154152219075,Detail_Use_2022
7591,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,1828.6361450083402,3.4371567704378414e-08,4800.0,,8777.453496040032,0.024368067619288915,Detail_Use_2022
7592,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,4977825.551201303,9.3564631991303e-05,1.0,,4977.825551201303,0.013819496700657227,Detail_Use_2022
7593,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-125,1228.1145719866583,2.3083992556420027e-08,3170.0,,3893.123193197707,0.010808133505334272,Detail_Use_2022
7594,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,4568.289681270746,8.58668787126564e-08,677.0,,3092.732114220295,0.0085860785615859,Detail_Use_2022
